time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2018-04-25T22:31:25Z,161,0,0,0,0,0,10153852,1467,7007963,0,0,0,0,0,0,7260,0,0,0,0,0,0,0,356,9,0,-93,1,6,4037,0,0,0,0,0, ,0,0,0,0,0,0,7026,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,106308144,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,6814,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:32:25Z,161,0,0,0,0,0,10203492,1467,7057603,0,0,0,0,0,0,5722,0,0,0,0,0,0,0,358,9,0,-93,1,6,3292,0,0,0,0,0, ,0,0,0,0,0,0,5413,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,76333456,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,5149,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:33:25Z,161,0,0,0,0,0,10297724,1467,7151835,0,0,0,0,0,0,5045,0,0,0,0,0,0,0,363,9,0,-91,1,6,2819,0,0,0,0,0, ,0,0,0,0,0,0,4729,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,56,77492696,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,4446,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:34:25Z,161,0,0,0,0,0,10386180,1467,7240291,0,0,0,0,0,0,3973,0,0,0,0,0,0,0,368,9,0,-89,1,6,2067,0,0,0,0,0, ,0,0,0,0,0,0,3604,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,91919152,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,3272,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:35:25Z,161,0,0,0,0,0,10448772,1467,7302883,0,0,0,0,0,0,5760,0,0,0,0,0,0,0,373,9,0,-87,1,6,3290,0,0,0,0,0, ,0,0,0,0,0,0,5437,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,95951552,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,5153,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:36:25Z,161,0,0,0,0,0,10531820,1467,7385931,0,0,0,0,0,0,4812,0,0,0,0,0,0,0,377,9,0,-85,1,6,2733,0,0,0,0,0, ,0,0,0,0,0,0,4498,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,97747776,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,4218,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:37:25Z,161,0,0,0,0,0,10617660,1467,7471771,0,0,0,0,0,0,3808,0,0,0,0,0,0,0,382,9,0,-84,1,6,2158,0,0,0,0,0, ,0,0,0,0,0,0,3470,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,73086880,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,3174,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:38:25Z,161,0,0,0,0,0,10683180,1467,7537291,0,0,0,0,0,0,3745,0,0,0,0,0,0,0,387,9,0,-82,1,6,1970,0,0,0,0,0, ,0,0,0,0,0,0,3430,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,74909696,-1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,3150,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:39:25Z,161,0,0,0,0,0,10768420,1467,7622531,0,0,0,0,0,0,7007,0,0,0,0,0,0,0,391,9,0,-80,1,7,2966,0,0,0,0,0, ,0,0,0,0,0,0,6689,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45,94416352,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,6409,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:40:25Z,161,0,0,0,0,0,10864340,1467,7718451,0,0,0,0,0,0,2531,0,0,0,0,0,0,0,402,9,0,-78,1,6,1384,0,0,0,0,0, ,0,0,0,0,0,0,2210,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,94854936,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,1920,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:41:25Z,161,0,0,0,0,0,10940804,1467,7794915,0,0,0,0,0,0,4524,0,0,0,0,0,0,0,406,9,0,-76,1,6,2083,0,0,0,0,0, ,0,0,0,0,0,0,4222,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,81633208,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,3954,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:42:25Z,161,0,0,0,0,0,11051668,1467,7905779,0,0,0,0,0,0,7245,0,0,0,0,0,0,0,416,9,0,-74,1,6,3973,0,0,0,0,0, ,0,0,0,0,0,0,6878,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,93808184,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,6545,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:43:25Z,161,0,0,0,0,0,11132324,1467,7986435,0,0,0,0,0,0,1967,0,0,0,0,0,0,0,423,9,0,-73,1,6,1060,0,0,0,0,0, ,0,0,0,0,0,0,1636,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,80551432,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,1343,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:44:25Z,161,0,0,0,0,0,11216260,1467,8070371,0,0,0,0,0,0,9577,0,0,0,0,0,0,0,428,9,0,-72,1,6,5536,0,0,0,0,0, ,0,0,0,0,0,0,9255,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,52,88225176,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,8972,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:45:25Z,161,0,0,0,0,0,11272908,1467,8127019,0,0,0,0,0,0,39302,0,0,0,0,0,0,0,431,9,0,-75,1,6,23462,0,0,0,0,0, ,0,0,0,0,0,0,39026,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,251,76203920,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,38782,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:46:25Z,161,0,0,0,0,0,11299668,1467,8153779,0,0,0,0,0,0,38239,0,0,0,0,0,0,0,433,9,0,-78,1,6,21564,0,0,0,0,0, ,0,0,0,0,0,0,37983,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,121,98716240,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,37760,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:47:25Z,161,0,0,0,0,0,11340892,1467,8195003,0,0,0,0,0,0,40977,0,0,0,0,0,0,0,436,9,0,-81,1,6,22728,0,0,0,0,0, ,0,0,0,0,0,0,40713,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,162,81606248,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,40479,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:48:25Z,161,0,0,0,0,0,11400076,1467,8254187,0,0,0,0,0,0,40156,0,0,0,0,0,0,0,436,9,0,-83,1,6,21994,0,0,0,0,0, ,0,0,0,0,0,0,39886,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,79,91241120,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,39642,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:49:25Z,161,0,0,0,0,0,11439420,1467,8293531,0,0,0,0,0,0,39625,0,0,0,0,0,0,0,439,9,0,-86,1,6,21750,0,0,0,0,0, ,0,0,0,0,0,0,39354,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,136,100173720,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,39115,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:50:25Z,161,0,0,0,0,0,11488652,1467,8342763,0,0,0,0,0,0,40393,0,0,0,0,0,0,0,440,9,0,-90,1,6,23470,0,0,0,0,0, ,0,0,0,0,0,0,40086,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,165,97566024,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,39818,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:51:25Z,161,0,0,0,0,0,11543708,1467,8397819,0,0,0,0,0,0,43837,0,0,0,0,0,0,0,443,9,0,-93,1,6,23858,0,0,0,0,0, ,0,0,0,0,0,0,43542,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,167,95860936,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,43279,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:52:25Z,161,0,0,0,0,0,11582012,1467,8436123,0,0,0,0,0,0,40796,0,0,0,0,0,0,0,446,9,0,-96,1,6,23856,0,0,0,0,0, ,0,0,0,0,0,0,40488,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,70,101281296,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,40218,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:53:25Z,161,0,0,0,0,0,11632308,1467,8486419,0,0,0,0,0,0,39394,0,0,0,0,0,0,0,448,9,0,-99,1,6,23322,0,0,0,0,0, ,0,0,0,0,0,0,39085,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,100,82511248,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,38811,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:54:25Z,161,0,0,0,0,0,11708348,1467,8562459,0,0,0,0,0,0,40121,0,0,0,0,0,0,0,454,9,0,-102,1,6,22755,0,0,0,0,0, ,0,0,0,0,0,0,39806,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,141,84929824,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,39527,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:55:25Z,161,0,0,0,0,0,11736228,1467,8590339,0,0,0,0,0,0,41913,0,0,0,0,0,0,0,454,9,0,-106,1,6,24452,0,0,0,0,0, ,0,0,0,0,0,0,41645,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,108,82568504,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,41408,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:56:25Z,161,0,0,0,0,0,11795444,1467,8649555,0,0,0,0,0,0,40325,0,0,0,0,0,0,0,458,9,0,-109,1,6,22923,0,0,0,0,0, ,0,0,0,0,0,0,40029,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,101,103753760,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,39764,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:57:25Z,161,0,0,0,0,0,11826412,1467,8680523,0,0,0,0,0,0,40937,0,0,0,0,0,0,0,458,9,0,-112,1,6,23206,0,0,0,0,0, ,0,0,0,0,0,0,40685,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,165,84579216,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,40466,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:58:25Z,161,0,0,0,0,0,11867196,1467,8721307,0,0,0,0,0,0,40631,0,0,0,0,0,0,0,457,9,0,-115,1,6,23665,0,0,0,0,0, ,0,0,0,0,0,0,40352,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,104,81790192,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,40109,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T22:59:25Z,161,0,0,0,0,0,11916188,1467,8770299,0,0,0,0,0,0,41313,0,0,0,0,0,0,0,460,9,0,-119,1,6,24176,0,0,0,0,0, ,0,0,0,0,0,0,41018,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,119,86426104,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,40760,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25T23:00:25Z,161,0,0,0,0,0,11962044,1467,8816155,0,0,0,0,0,0,38594,0,0,0,0,0,0,0,462,9,0,-122,1,6,21709,0,0,0,0,0, ,0,0,0,0,0,0,38309,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,113,83285584,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,38057,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
